4.753979292129890130e-04,1.029448973966204427e-04,1.231996412332444244e-04,1.403749607301819002e-04,1.550912089707232630e-04,1.675384982623391106e-04,1.786250192442247219e-04,1.905202348833316282e-04,2.020543924293658996e-04,2.135394275069563521e-04,2.254339546297328832e-04,2.391257710912798558e-04,2.460351842724927437e-04,2.531302937224264374e-04,2.666140984644284296e-04,2.804534540703676297e-04
3.883907299357187070e-04,6.339782280173325481e-04,8.723146468448170860e-04,1.063786643975192341e-03,1.203397752366190112e-03,1.314689182430586224e-03,1.398539503875381165e-03,1.480825688290153238e-03,1.558536710347243172e-03,1.628794036058580199e-03,1.697893433611192540e-03,1.766765277449160003e-03,1.827521075555628297e-03,1.890192121028974343e-03,1.957637795277766303e-03,2.025525101671170423e-03
6.038725332385984400e-04,9.880961851459597010e-04,1.366558712642820111e-03,1.668426332536139230e-03,1.888821237809440272e-03,2.062417005263484076e-03,2.203389166171064797e-03,2.323755086729235170e-03,2.428061663941010698e-03,2.528303548053513136e-03,2.621339885611935656e-03,2.710892030015213741e-03,2.795359840592979202e-03,2.881323293488603082e-03,2.967051527965093149e-03,3.056638136515343277e-03
6.930284911892154332e-04,1.146248488548622015e-03,1.597231691114349731e-03,1.961876057017873914e-03,2.219159610640931979e-03,2.409683101488657025e-03,2.569801258852522780e-03,2.703729919481603038e-03,2.822963332670119698e-03,2.935177614233931264e-03,3.040403737926919772e-03,3.146520907859981508e-03,3.238801950351398624e-03,3.334403492665515695e-03,3.438151241583187450e-03,3.535928032978044588e-03
1.021587999146427719e-03,1.693467307508473262e-03,2.345307301911631146e-03,2.853086382691558034e-03,3.218774518213414221e-03,3.476487845858231007e-03,3.667717263353322682e-03,3.820179657764803498e-03,3.944820191795819601e-03,4.054199330558376328e-03,4.153979943331454969e-03,4.246902406590010240e-03,4.339214350259734503e-03,4.456193604366847152e-03,4.597555797062170303e-03,4.783545682273768022e-03
1.085317812255931708e-03,1.792981429881527426e-03,2.492834197133857177e-03,3.031403925576399167e-03,3.431571214473043072e-03,3.718493055405645582e-03,3.941160473451950363e-03,4.122222974063878206e-03,4.270094883020753192e-03,4.394361496463394974e-03,4.513131986093470854e-03,4.620242936253460275e-03,4.702985725844808541e-03,4.823030450650295578e-03,4.978288431820717189e-03,5.193780195955543730e-03
1.176518449664095767e-03,1.949866282569139497e-03,2.713683304735465748e-03,3.298551555925722818e-03,3.728679207319931556e-03,4.035230911608405843e-03,4.274002266903939758e-03,4.468303700466207465e-03,4.623663469317374972e-03,4.764844273625321036e-03,4.887310358213403129e-03,4.997559493983037143e-03,5.117848764314945030e-03,5.258881673473931977e-03,5.415390388430000798e-03,5.621103880984232304e-03
1.295384774343130750e-03,2.130398342446784398e-03,2.939146981676822850e-03,3.562770165461140275e-03,4.014255705843859483e-03,4.343104475096128646e-03,4.595911720551213581e-03,4.803245021274679324e-03,4.976102311156797853e-03,5.126136350859189679e-03,5.260131329149490137e-03,5.378190530048186473e-03,5.501260498459511518e-03,5.644167869976143490e-03,5.815436995273873082e-03,6.074744428260665623e-03
1.843022365545247650e-03,3.002872850521649817e-03,4.101078316296824858e-03,4.927962134757124003e-03,5.455550565937409765e-03,5.790771977681385616e-03,5.985230935218789801e-03,6.090330951393366568e-03,6.137030657565593905e-03,6.219210659488869954e-03,6.462995341356823041e-03,6.985831735734837275e-03,7.856374747165511055e-03,8.827563681056060582e-03,9.688059437182656997e-03,1.026824611956277805e-02
1.802356174317382761e-03,2.955822587351956011e-03,4.061537987462385778e-03,4.901417290498741308e-03,5.441223734087767376e-03,5.787697762495893315e-03,5.985565658949871214e-03,6.091476123371080895e-03,6.138904998768101792e-03,6.184943752662590277e-03,6.450743207383161093e-03,7.004059247143759430e-03,7.911661375723242837e-03,8.978711300285751457e-03,9.938976770955400622e-03,1.055002967430324415e-02
1.824739389611567319e-03,2.993579616963617032e-03,4.108771083961726238e-03,4.963443189520758136e-03,5.521368240563206096e-03,5.894776196591352581e-03,6.123253768308151851e-03,6.258467622150011393e-03,6.332505599018448117e-03,6.432699820013367160e-03,6.756992102378099781e-03,7.396048208306848885e-03,8.405517197962239853e-03,9.501548664662200563e-03,1.049890810042220651e-02,1.117321312421628264e-02
1.814909517276276684e-03,2.976156869252693897e-03,4.060860568389416600e-03,4.883800696138202412e-03,5.423296813230857848e-03,5.790516334283152267e-03,6.019667878413227820e-03,6.159711184008552325e-03,6.259749100403300473e-03,6.420068322253276276e-03,6.810777459504602400e-03,7.589653369089000706e-03,8.674144466460713757e-03,9.837981353041688748e-03,1.081345005016326813e-02,1.147450468810636871e-02
2.050115519452504372e-03,3.398946658245759461e-03,4.678068736391120461e-03,5.663791967189473094e-03,6.327512300264610465e-03,6.791677889888480049e-03,7.084387826587419321e-03,7.293710301348690049e-03,7.436310238041443123e-03,7.627555668593970391e-03,7.988643128533843424e-03,8.708168863061338180e-03,9.778847361342695582e-03,1.094167427374216107e-02,1.203591830855477336e-02,1.297734654798888242e-02
2.030370235794446126e-03,3.351825493294664782e-03,4.614852254363080962e-03,5.590414866170490514e-03,6.250478962055627287e-03,6.719498225790372474e-03,7.022702824411697353e-03,7.233867990052071303e-03,7.373024085346527312e-03,7.586701039172163291e-03,8.001189340879203901e-03,8.834685233710989904e-03,1.001035073109024509e-02,1.128419814348170618e-02,1.247070946258628001e-02,1.343976691393414767e-02
2.106792361838252629e-03,3.481620985676071086e-03,4.787578244906290359e-03,5.797440659463453522e-03,6.485276940115976274e-03,6.974038941416949716e-03,7.307312124379254127e-03,7.539158068637374227e-03,7.707284226731941391e-03,7.961580727005850705e-03,8.449250048050360729e-03,9.401044210351049840e-03,1.071431826371869664e-02,1.202169358581023535e-02,1.311823722958900366e-02,1.386925609718978394e-02
2.198370114425685345e-03,3.622256443144243870e-03,4.963352002185616139e-03,5.989571455112629832e-03,6.685221698642461463e-03,7.173015971988351384e-03,7.505857804781541215e-03,7.721105084273297350e-03,7.903941528953699683e-03,8.143611036137470005e-03,8.689137025991937324e-03,9.761876543021635530e-03,1.112289100239969263e-02,1.235758456176088739e-02,1.309736154522734425e-02,1.309576102957651748e-02
